SMILES,Activity_Flag
S(=O)(=O)(NCC1=CC=C(F)C=C1)C2=CC=3OC(=O)N(C3C=C2)C,0
C12=CC(O)=C(C=C1CCNC2CC=3C=CC(=CC3)O)O,1
O(C=1C(N2CCN(CC2)CC=3N=C4NC(=NC(O)=C4C3)N(C)C)=CC=CC1)C,1
[C@@H]12C3=C(OC4=C(C1C[C@H](O2)CN(C)C)C=CC=C4)C=CC(=C3)F,1
C=1(C(=C(OC)C=C(C1)CCF)OC)C(NC[C@H]2N(CCC2)CC)=O,1
C=12OC(C)(C)CCC1C=C(C=C2OCCNCCCCC3=CC=C(C=C3)OC)F,1
ClC=1C(=NC(S(=O)(=O)CC)=NC1)C(=O)N(CC2=CC=CC=C2)CC=3OC=CC3,0
N1(C2(CCN(CC3=CSC4=CC=CC=C43)CC2)C(N(C1)C)=O)C5=CC=CC=C5,1
C1(=NC=2C=C(Cl)C=CC2S1)C3C=CN(CC3)CC=4C=CC(=CC4)Cl,1
S(=O)(=O)(NN=C(C=1C=2C(NC1)=CC=CC2)C)C3=CC=C(N(=O)=O)C=C3,0
O=C(NCC(CN(C)C)C)C1=CC(OCC)=C(OCC)C(OCC)=C1,0
S1C(C(N2CCOCC2)C=3SC=CC3)=C(O)N4N=CN=C14,0
FC=1C=CC(C(=O)NC=2C(N3CCOCC3)=CC=4N(C(=O)N(C4C2)C)C)=CC1,0
O1C2=C(N3C(CCC3)C(=O)O)N=C(N=C2C=4C1=CC=CC4)CC,0
C(N1CCCCC1)(C2=CC(CN3CC(C4=CC=CC=C4)CC3)=CC=C2)=O,1
C1(=NC=2C=CC=CC2S1)NCC3CCN(CC3)CC4OC5=CC=CC=C5OC4,1
ClC=1C(NC(=O)C(N2CCN(CC2)C3=C(O)C=CC=C3)C)=CC(N(=O)=O)=CC1,0
OC1=CC(C2CN3C(CC2)CCCC3)=CC=C1,1
O=C(N1[C@H]2CC[C@@H]1C(C(=C2)C3=C(ON=C3C)C)C(OC)=O)N4CCCC4,0
OCCNC=1N=C(N=C2C1C=CC=C2)C3=CC=CN=C3,0
C=12C=3[C@@H]4N(C)CCC3C=CC1C(OC5=C2C(C4)=CC=C5)=O,1
O=C(N(C1CCCCC1)C)C(=O)C=2C=3C(NC2C)=CC=CC3,0
C1(=NSC2=C1C=CC=C2)C(N(CCCN3CCC(C(C=4C=CC(=CC4)F)=O)CC3)C)=O,1
N1(C[C@H](C=2C=C(CO)C=CC2)CCC1)CCC,1
FC1=CC=C(N2CCN(CC2)C=3N=CC(=CC3)C(OC(C)C)=O)C=C1,0
O(CCN(C(C1=CC=C(C=C1)C)C(=O)NCCOC)C(=O)CCC(=O)NC2=NC=CC=C2)C,0
S(C=1N(CC)C(=NN1)C=2C=CC=CC2)CC(=O)NC=3SC=C(N3)C4=CC=C(C=C4)C,0
SC=1N(/N=C/C=2C=CC(=CC2)C(=O)O)C(=NN1)C3CCCCC3,0
O=C(CN1CCN(C2CCCCC2)CC1)C=3C=4C(NC3)=CC=C(OC)C4,0
N=1C=2C=CC=C(OCCN3CCC(CC3)CC4=CC=CC(=C4)N5S(CCC5)(=O)=O)C2C=CC1C,1
C1(=NC(C=2C=CC(=CC2)Cl)=CC(=N1)C3CCN(CC3)CC=4C=CC=CC4)N,1
C=1C=2CCC=3C(=CC(=CC3)CCC(C1)=CC2)C(CCCN4CCN(C5=CC=C(C=C5)Cl)CC4)=O,1
FC1=C(OCCCN2CCN(CC2)C=3C=4C(C=CC3)=CC=CC4)C=CC=5C1=C(O)NC5,1
C1=2OC(O)=NC1=CC=CC2N3CCN(CC3)CC=4C=C(C5=CC=C(C=C5)F)C=CC4,1
O(C=1C=2N3CCN(CC3=CC2C=CC1)CCCCN4CCN5C(C4=O)=CC=6C5=CC=CC6)C,1
C=1(C(NC[C@H]2N(CCC2)CC)=O)C=3C(=CC=CC3)C=CC1OC,1
C=1(C(=C(C(=O)NC[C@H]2N(CCC2)CC)C(OC)=CC1)Br)Br,1
O=C(N)C=1N(N=CC1/N=C/C=2C=CC=CC2)C,0
N1(C=C(C=2C=CC(=CC2)F)C=3C1=CC=C(C)C3)C4CCN(CC4)CCN(C(=O)NC)C,1
O=C1N(CCC1)C=2C=CC(=CC2)C(OCC(=O)NC=3C=C(OC)C(OC)=CC3)=O,0
S(C=1N2C(=NC(CCC(=O)NCC=3C(OC)=CC=CC3)=C2O)C4=C(N1)C=CC=C4)CC(=O)NCCCC,0
S(=O)(=O)(NCCC(=O)NCC=1SC=CC1)C=2C3=NSN=C3C=CC2,0
O(C=1C(N2CCN(CC2)CCCCN3N=NC(=C3)C4=CC=CC=C4)=CC=CC1)C,1
C12=C(C=CS1)CCCC2CCCN3CCN(CC3)C=4C(OC)=CC=CC4,1
S1(=O)C2=C(N(C(=O)C3=C1C=CC=C3)C)C=C(C=C2)C(=O)NCC4=CC=C(OC)C=C4,1
O(C=1C(C(N2CCN(CC2)CCCCNC(=O)/C=C/C3=CC=CC=C3)C=4C(OC)=CC=CC4)=CC=CC1)C,1
S\1C(NC=2C=C(C=C(C2)C)C)=NC(=O)/C1=C/C=3SC=CC3,0
ClC=1C=C(N2C=3N=CN=C(N(C4CCCCC4)C)C3C(=C2)C5=CC=CC=C5)C=CC1,0
C1=CC2=C(C=C1C=3OC(=CN3)C)CCN(CC2)CCCSC4=NN=C(N4C)C=5C=C6C=CNC6=CC5,1
ClC1=CC=C(S(=O)(=O)C=2N=C(OC2N(C)C)C3=CC(OC)=C(OC)C(OC)=C3)C=C1,0
N1(CCCCC1)C2=NC(NCC3=CC=CC=C3)=C4C(CCN(C4)C)=C2C#N,0
O=C(NC=1C2=C(C=CC1)C=CC=C2)C3=NN(C45CC6CC(C4)CC(C5)C6)C=C3N(=O)=O,0
S(=O)(=O)(NC1CN(CC1)CCOC=2C=3CCCCC3C=CC2)C4=C(F)C=CC(F)=C4,1
S1C(NC(=O)C2CC2)=NC=3C1=CC=CC3C,0
O1C=2C(=CC=CC2)OCC1CN3CCC(CC3)CCNC(NC=4C=CC=CC4)=S,1
C1=C(C=C2N=C(N3CCN(CC3)C)C=4C(N(NC(C5=CC(=CC=C5)I)=O)C2=C1)=CC=CC4)Cl,1
S(C1=CC=2OCCOC2C=C1)CC(=O)NC3=NC=CC=C3O,0
ClC=1C(/C=C/C(OCC(=O)N(C2C(N(CC3=CC=CC=C3)C(=O)NC2=O)=N)CC)=O)=CC=CC1,0
O=C(N1C=2C(CCC=3C1=CC=CC3)=CC=CC2)CN4CCN(CC4)C(OCC)=O,0
S1C2=C(N=C(N)C(=C2C3=CC=CC=C3)C#N)C=4C1=NC(=CC4C)C,0
BrC=1C=C(C=2N=C3N(N=C(C3=C(C2)C(O)=O)C)C4=NC(=CC(=N4)C)C)C=CC1,0
ClC=1C=CC(C(=O)NC2(C3C(=NC2=O)N(CC4=CC=CC=C4)C(=O)NC3=O)C(F)(F)F)=CC1,0
C1(N2C3=C(C=CC=C3N1CCN4CCC(CC=5C=6C(=CC=C(C6)F)NC5)CC4)CCC2)=O,1
S(C=1N(CCC2=CC=CC=C2)C3=C(N(C(=O)NC3=O)C)N1)C4=CC=C(C=C4)C,0
O=C(NC1CCCC1)CN2C(=C(C=C2C3=CC=CC=C3)C(=O)C)C,0
S1N=C(N2CCN(CCC3=C4N(CCC(C4=CC(F)=C3)C)C(=O)C)CC2)C5=C1C=CC=C5,1
C1=C2C(=CC3=C1CC(CC3)N(CCC)CCN4CCN(CC4)C5=CC=CC=C5OC)N=C(N2)O,1
O=C(NC1CCCCCC1)CC2N(CCNC2=O)CC3=CC(=C(OC)C=C3)C,0
C1=CC(=CC=2C1=NON2)C(NCCCCN3CCN(CC3)C4=C(C=CC=C4)OCCF)=O,1
S(CCCN1CCC2=C(CC1)C=CC(=C2)C3=NOC(=C3)C)C=4N(C(=NN4)C5=CC(OC)=CC=C5)C,1
S(=O)(=O)(N1C(CCCC1)C)C2=C(OCC)C=CC(OCC)=C2,0
N12C(NC=3C=CC(=CC3)C)=C(N=C1C=NC=C2)C=4C=CC=CC4,0
S=C(NC1CC1)NCC2=CC=3OCOC3C=C2,0
O(C1=C(C(=O)NC2=CC(=C(NC(=O)C=3OC=CC3)C=C2)C)C=CC=C1)C,0
C=12C=3C(N(CCC)CCC3)CCC1SC(=N2)N,1
C1=2C=CC=CN1N=C(C2C=O)OCCCCN3CCN(CC3)C=4C(=C(C=CC4)Cl)Cl,1
S(=O)(=O)(N(C)C)C1=CC(=C(N2CCCC2)C=C1)C(OCC(=O)NC3=CC=C(NC(=O)C)C=C3)=O,0
ClC=1C(NC(=O)CN2CCN(CC2)C(=O)C)=CC(N(=O)=O)=CC1,0
C1(=C(C(C(NC[C@H]2N(CCC2)CC)=O)=C(OC)C(=C1)O)F)CC,1
OC=1C=C(C=C2NC(=C(C21)C)C(OCCOC3=CC=CC=C3)O)C4=CC=C(C(C)(C)C)C=C4,0
S1C=2N(N=C1C=3SC=CC3)C(=NN2)CN4N=NC=5C4=CC=CC5,0
C=1(C2=C(C(Cl)=CC=C2OCCNCC=3C=CC=CC3)NC1)C(C(F)(F)F)=O,1
O1C2=C(N=C1CC3=CC=CC=C3)C=CC(=C2)C(=O)NC=4C=C(C=CC4)C(OCC)=O,0
S\1C(=S)N(C2=C(N(N(C2=O)C3=CC=CC=C3)C)C)C(=O)/C1=C/C4=CC=C(C=C4)C,0
ClC1=CC=C(S(=O)(=O)NC=2SC3=C(N2)CC(CC3=O)(C)C)C=C1,0
C1=CC=C2C(=C1C=3N(C(SCCCN4CCC=5C(CC4)=CC6=C(C5Br)OC(=N6)C)=NN3)C)C=CC(C)=N2,1
S1C=2C[C@@H](NCCC3CCC(NC(=O)C4=CC=5C(C=C4)=CC=CC5)CC3)CCC2N=C1N,1
C1N(CCN(C1)C2=C(C=CC=C2)OC)CCCNS(C3=CC=4C(C=C3)=CC=CC4)(=O)=O,1
C1CN([C@@H]2CC[C@@H](CC2)NS(C=3C=NC=CC3OC)(=O)=O)CCN1C=4C=CC=CC4OC(C)C,1
C=1C=C2SC3=C(N(C2=CC1)CCCN4CCN(CC4)C=5N=CC=CN5)C=C(C=C3)C(F)(F)F,1
S(=O)(=O)(NCC1=CC=CC=C1)C=2C=C(C(=O)NCC(N(C)C)C3=CC=C(OC)C=C3)C=CC2,0
S(C=1NC(=C(N1)C=2C=CC(=CC2)C)C3=CC=C(C=C3)C)CC(=O)NCCN4C(=O)CSC4=O,0
S(=O)(=O)(NC=1C(=C(F)C=CC1)C)C2=CC=3N(C(=O)C(=O)N(C3C=C2)C)C,0
O=C(NC=1C=CC(=CC1)C=2ON=CC2)CCN3N=C(C=C3C)C,0
ClC1=C(C=CC(NC(=O)C=2C=C(N(=O)=O)C(NCCN)=CC2)=C1)C,0
N1(C[C@H](COC=2C=CC=CC2)O)CCC(C=3C=CC(OC4=CC=CC=C4)=CC3)CC1,1
S1(=O)C2=C(N(CC)C(=O)C3=C1C=CC=C3)C=C(C=C2)C(=O)NCC=4C(OC)=CC=CC4,1
C=1C=CC=2CCN(C(C2C1)=O)CCCN3CCN(CC3)C4=CC=CC(=C4Cl)Cl,1
C12=C(NN=C1)CCC(C2)N(CCC)CCC,1
C=1C2=C(C=CC1OCCCCN3CCN(CC3)C4=CC=CC(=C4)OC)C=5C(C(O2)=O)CCC5,1
FC=1C=C2ON=C(C3CCN(CC3)CCCCCOC4=CC=5OC(=O)C=C(C5C=C4)C)C2=CC1,1
ClC1=C(S(=O)(=O)N2CCN(CC2)C3=CC=C(F)C=C3)C=C(C=C1)C(OCC(=O)NC=4C=C(Cl)C=CC4)=O,0
ClC1=C(C(=O)NCCCCC2=CC=CC=C2)C=CC=C1,0
FC=1C=C(C(OCC2CCN(CC2)CCCC)=O)C=3OCCOC3C1N,1
C=1C=C2C(=C(C1)OC)C[C@H]3CCN([C@@H]3C2)CCC,1
C1C2(C3=CC=CC(=C3)Cl)C(CN1CCCSC4=NN=C(N4C)C5=C(N=CO5)C)C2,1
N1(C(C(N2CCN(CC2)CC=3C=CC(=CC3)Cl)CCC=4C1=CC=CC4)=O)C,1
C(C1C=2C(=C(OC)C=CC2)CCC1)(N(CCCN3CCN(CC3)C4=CC=CC=C4)C)=O,1
C=1(C(=NNC1C2CCN(CC2)CC=3C=CC=CC3)C=4C=CC=CC4)C,1
C1C2=C(CC3C=4C(=CC(=C(C14)O)O)CCN3)C=CC=C2,1
C1(=NOC2=C1C=CC=C2)N3CCN(CC3)CCC4=C5N(C(=O)C)CCC(C5=C(C=C4)C)C,1
N12[C@@H](C3=CC=CC4=C3[C@H](C1)C5=C(CC4)C=CC=C5)C[C@](CC2)(C(C)C)O,1
O1N=C(CC12C[C@H](N(C2)C(=O)C=3C=CC(OC)=CC3)C(=O)N)C4=CC(NC(=O)CC(C5=CC=CC=C5)C6=CC=CC=C6)=CC=C4,0
S(C=1C(OCC=2ON=C(C(=O)NC(C3=CN(N=C3)C)C)C2)=CC=CC1)C,0
C=12C(=NN(C1)C3=CC=CC=C3)NC=4C=CC(=CC4N=C2N5CCN(CC5)C)F,1
N1(C(=CC=C1C2=CC=CC=C2)CN3CCN(CC3)C4=C(OC)C=CC=C4)C5=CC=CC=C5,1
C=1C(OC(F)(F)F)=C(CCN(CC)CCN2CCCCC2)C=CC1,1
O1CCN(CC1)C=2N=C(N=C(C2)COC)C3=CC=CC=C3,0
OC1=C2C3=C4[C@@H](N(CCC4=CC=C3)C)CC2=CC=C1O,1
S(=O)(=O)(N/N=C(\C=1C=CN=CC1)/C)C2=CC=C(CCCC)C=C2,0
C1(C(NC2CC3CCCC(N3C4CCCCCC4)C2)=O)=C(C=5C=CC=CC5C(=C1)Br)OC,1
O(CCN(CC)CC)C=1C(CC2=CC=CC=C2)=CC=CC1,1
O(C=1C=C(C2=NN(N=N2)CCC3=NNN=N3)C=CC1OC)C,0
O1CCC2(CC1)C=3C(CN(C2=N)C=4C=CC(=CC4)C(=O)C)=CC=CC3,0
N1(C(SC(C1=O)(C)C)(C)C)CCCCN2CCN(CC2)C3=C(OC)C=CC=C3,1
C1(=C(C(Br)=CC(=C1OC)OC)O)C(NC[C@@H]2N(CC3=CC=CC=C3)CCC2)=O,1
O1C2=C(N3CCN(CC3)CCCC=4C=5C(NC4)=CC=CC5)C=CC=C2NC(=O)C1(C)C,1
FC=1C(CN2C(=NC=3N(C(=O)NC(=O)C23)C)CN4CCN(CC4)C5=CC=C(OC)C=C5)=CC=CC1,0
O1C(COC=2C1=CC=CC2)C(=O)NCC=C,0
O1N=C(N=C1C2=C(C(N(=O)=O)=CC=C2)C)C3=CC=4NC(=O)N(C4C=C3)C,0
C1CN(CCC1C(CN2CCN(CC2)CCCC3=C(C(=CC=C3)F)C4=CC=CC=C4)C5=CC=C(C=C5)F)C(C)C,1
S(CC(=O)NC1=C(N(=O)=O)C=C(OC)C=C1)C2=NC(=CC(=N2)C)C,0
S=C(N(C1CCN(CC1)C(=O)C)CCOC)NC2=C(OCC)C=CC=C2,0
C=1C=CC2=C(C1C=3N(C(SCCCN4CCC=5C(CC4)=CC6=C(C5)N(CCO6)S(C)(=O)=O)=NN3)C)C=CC(=N2)C,1
S(=O)(=O)(N1CCC=2C(C1)=CC=CC2)C=3C=C(C=CC3F)C(=O)NC4=CC=C(C(C)C)C=C4,0
S(=O)(=O)(N1C(OCC1)CNC(=O)C(=O)NCCCN(C)C)C=2SC=CC2,0
O(CC=1N(CCC2=CC=CC=C2)C=3C(N1)=CC=CC3)C,0
O=C1CC2(CCCC3=CC=CC=C23)C(=O)N1CCCCN4CCN(CC4)C=5N=CC=CC5C#N,1
C1=2C(N3CC(CC)(CC)N(CC3)C)CC(C1=CC=C(C2)Cl)C4=CC=C(C=C4)F,1
S(C=1N(N=NN1)CCCC)CC(=O)NC2=CC(=CC=C2)C,0
S(CC[C@H](NC(=O)NC(CC)C)C(=O)O)C,0
C=1(C(=C2C=CC=CC2=C(C1)Cl)OC)C(=O)NCCN3CCN(CC3)C4=CC=CC=C4,1
S(=O)(=O)(N(CC(=O)NCC1=CC=CN=C1)C)C2=CC(OC)=C(OC)C=C2,0
S=C(NC1CCCCC1)NC=2C=CC(SC(F)F)=CC2,0
N(C(SSC(N(CC)CC)=S)=S)(CC)CC,1
ClC1=CC2=C(C=C(S(=O)(=O)NCCCN3CCN(CC3)C4=NSC5=C4C=CC=C5)C=C2)C=C1,1
S(=O)(=O)(NCCCCN1CCN(CC1)C2=NSC3=C2C=CC=C3)C=4SC=5C(C4)=CC=CC5,1
O1C(CCC1)CNC(=O)C(N(CC2=CC=CC=C2)C(=O)C=3NC(=CC3)C4=CC=CC=C4)C=5OC(=CC5)C,0
S(CC(=O)C1=C(N(CCC2=CC=C(F)C=C2)C(=C1)C)C)C=3N(N=NN3)C,0
C1=CC(=CC=C1N2C=CN=C2)C(NCCCCN3CCN(CC3)C4=C(C=CC=C4)OC)=O,1
O=C1N(N/C=C\2/C(O)=C(O)C(=O)C=C2)C(=O)C=3C1=CC=CC3,0
S(=O)(=O)(C=1N=C(OC1SCC2=CC=C(C=C2)C)C=3SC=CC3)C4=CC=CC=C4,0
S(OC=1C=C(C2CN(CC2)CCC)C=CC1)(=O)(=O)C(F)(F)F,1
C=1C=C2C(=C(C=CC2=CC1)C(NCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl)=O)OC,1
O=C1N(CCCCN2CCN(CC2)C=3C(OC)=CC=CC3)CCC4=C1C=CC=C4C5=CC=CC=C5,1
FC1=CC=C(C=2C3=C(OC2)C=4C(=C(C(OC4C=C3C)=O)CC(=O)O)C)C=C1,0
O(C=1C(N2CCN(CC2)CCCCN(CCC)CC3=CC=4C(C=C3)=CC=CC4)=CC=CC1)C,1
S(=O)(=O)(N1CCC=2C1=CC=CC2)C3=CC=4N(CCC4C=C3)C(=O)C,0
ClC=1C(CS(=O)(=O)C=2SN=NC2C)=CC=CC1,0
S(=O)(N[C@@H]1CN(CC1)CCOC=2C=CC=CC2C3=CC=CC=C3)(C4=CC=C(S4)Cl)=O,1
N1(C(CN2CCN(CC2)CC=3C=CC(=CC3)C(C)C)=O)C(CC4=C1C=CC=C4)C,1
C=12C3=C(NC=C3)C=CC1CCC(C2)N(CC4CC4)CCC,1
OC(=O)C=1C=C(C#CCC2CCCCC2)C=NC1,0
S(=O)(=O)(N(C1CCC(N2CCN(CC2)C=3C(OC(C)C)=CC=CC3)CC1)CC)C4=CC(OC)=C(OC)C=C4,1
C=1(C=CC2=C(C1)C(=CN2)CCN(CC=C)CC=C)OC,1
N1C2=C(C=3C1=CC=C(C3)F)CCC(C2)CNC[C@H]4COC5=C(O4)C=CC6=C5CC(N6)=O,1
S1C2=C(N(C(=C2)C(=O)NC3=C(C=CC=C3)C(OCC)=O)C)C=C1,0
C1(N(C(=O)C=2C1=C(F)C=CC2)CCCCCN3CC=C(C4=CNC=5C4=CC=CC5)CC3)=O,1
C1(C(N[C@H]2CN(CC3=CC=CC=C3)CC2)=O)=C(C=4C=CC=CC4C(=C1)Br)OC,1
C=12C(N3CCN(CC3)CCO)CC(C1C=CC=C2Cl)C4=CC=C(C=C4)F,1
O1C2=C(C(C=3C(OC)=CC=CC3)C(C1=N)C#N)C(=O)N(CCCN4C=CN=C4)C(=C2)C,0
O(C(=O)C1=C(N(N=C1)CC2CCCCC2)N)CC,0
C=12C(=CC3=C(C1)NC=C3)CCC(C2)N(CCC)CCC,1
S(=O)(=O)(CCC(=O)N(CC)C=1C=C(C=CC1)C)C=2C3=NSN=C3C=CC2,0
C=1(C(=C(OC)C=C(C1)CCC)OC)C(NC[C@H]2N(CCC2)CC)=O,1
C=1C(=CC=2CCN(CC3=CC=NN3)CCC2C1)NS(C4=CC=C(C=C4)C5=CC=CC=C5)(=O)=O,1
N12C(=CC=3C1=C(C=CC3)CC(C2)N(CCC)CCC)O,1
C1N(C=2C=CC=C(C2)C(F)(F)F)C(=O)N(CC3CCCCN3)C1,1
S(O)(O)(N=C1CCC(N2CCN(CC2)C=3C(OC(C)C)=CC=CC3)CC1)=CC4=CC=CC=C4,1
C(COC1=CC=C(C=C1)F)CN2CCCN(C=3C=CC(=CC3)Cl)CC2,1
FC(F)OC=1C(NC(=O)CCC(=O)C=2C=CC=CC2)=CC=CC1,0
C1=2OC(CNCC=3C=CC=CC3)CCC1=CC(Cl)=C(C2)O,1
C1(=CC(=O)C=2C(O1)=CC=C(OCCCCCCC3CC(CCO)NCC3)C2)C4=CC=CC=C4,1
N1([C@H]2CC3=CC=CC(=C3C[C@H]2CC1)OC)CC4CC4,1
N1(CCN(CC1)CCCC2C=3C(=CC(=CC3)OC)CCC2)C4=CC=CC=C4,1
C12C=3C(=C(OC)C=CC3)CC[C@@H]1N(CC=C)CC2,1
FC(F)(F)C1=NC(=NC(N2CCN(CC2)CCCCNC(=O)NCCC3=CC=CC=C3)=C1)C(C)(C)C,1
ClC=1C(CN2N=C(C(NC(=O)C3=NOC(=C3)C4=CC(OC)=CC=C4)=C2C)C)=CC=CC1,0
S1(=O)C2=C(N(CC)C(=O)C3=C1C=CC=C3)C=C(C=C2)C(=O)NCC4=CC=C(SC)C=C4,1
O(C(=O)C1C(C1)C)CC(=O)NCC2=CC(OC)=C(OC)C=C2,0
N1(C=2C(OC)=CC=CC2)CCN(CC1)CCN[C@H]3C=4C(=C(OC)C=CC4)CCC3,1
N1(CCN(CC1)C=2C=CC=CC2OC)CCC3=CN(N=N3)CCCOC4=CC=CC5=C4C6=CC=CC=7CCN(C(C76)C5)CCC,1
C=1C=C2C=3[C@@H](CC=4C2=C(C=CC4)O)N(CCC3C1)C,1
C1=2N=C(N)SC1=CC=C3C2OCC(C3)N(CCC)CCC,1
FC(F)(COC=1C=CC(NC(=O)C=2C=CN=CC2)=CC1)C(F)F,0
C12(N(CN(C1=O)CCCCC)C3=CC=CC=C3)CCN(CC2)CCCC(C=4C=CC(=CC4)F)=O,1
ClC1=C(C(NC(=O)C2=CC=C(N3C=CN=C3)N=C2)=CC=C1)C,0
N1(C=2N=CC=CN2)C[C@@H]3CC[C@H](CN3CC1)COC4=CC=C(C=C4)F,1
C=1(C(=CC=C(C1)CCN(CCCC=2C=CC(=CC2)O)CCC)Cl)O,1
O=C1SC2(CCCC2)C(=O)N1CCCCN3CCN(CC3)C4=NSC=5C=CC=CC45,1
C1(=NSC=2C1=CC=CC2)N3CCN(CC3)CCCCN4C(C(CC(F)(F)F)SC4)=O,1
S1C(NC(=O)C(CCCC)CC)=NC=C1N(=O)=O,0
C1(N(CCN1C)CCN2CCN([C@H]3C=4C(=CC=C(C4)F)[C@@H](C3)C5=CC=C(C=C5)F)CC2)=O,1
BrC=1C=CC(NC(=O)CC2SC(=O)N(C2=O)C3=CC=CC=C3)=CC1,0
N12[C@@H]3[C@@H](CN(CC3)CCCC(C4=C(NC(=O)OCC)C=C(C=C4)F)=O)C=5C1=C(SCCC2)C=CC5,1
C1(=NC2=C(C=CC(=C2)Cl)N(NC(=O)CCCCCCCCCCCCC(NN3C=4C(C(=NC5=C3C=CC(=C5)Cl)N6CCN(CC6)C)=CC=CC4)=O)C=7C=CC=CC17)N8CCN(C)CC8,1
S1C=2SC=CC2C(=C3CCNCC3)C=4C(C1)=CC=CC4,0
S(=O)(=O)(C1=CC=2NC(=O)C(SC2C=C1)CC)CCC(=O)NC3=CC=C(NC(=O)C)C=C3,0
C1(C=2C(=CC=CC2)C(C1)C=3C=CC=CC3)N4CCN(CC4)C,1
O1[C@@H](CC2=C([C@@H]1CN)C=CC(O)=C2O)C3=CC=CC=C3,1
ClC1=CC=C(S(=O)(=O)N(C2=CC=C(OCC(OCC=3OC(=NN3)C=4C=CC=CC4)=O)C=C2)C)C=C1,0
S(=O)(=O)(CCC(=O)NCC1=CC(OC)=CC=C1)C2=CC=3NC(=O)COC3C=C2,0
C1(=CN2C(=CC=C2)SC=3C1=CC=CC3)N4CCN(CC4)C,1
ClC=1N=C(N=C(N/N=C/C2=CC(N(=O)=O)=CC=C2)C1)C3=CC=CC=C3,0
N1(C2=CC=C(C=C2)OC)CCN(CC1)CC[C@H]3C4=C(C=C(C(=O)N)C=C4)CCO3,1
O=C(NC1C(CCCC1)C)/C=C/C2=CC=C(OC)C=C2,0
C1=CC=C2N=C(C=CC2=C1C=3N(C)C(=NN3)SCCN4CCC5=C(C6=C(C=C5CC4)N=C(O6)CC)Br)C,1
COC1CN(CCCOC2=CC=C(F)C=C2)CCC1NC(=O)C=3C=C(Cl)C(N)=CC3OC,1
C=1C=C(C=CC1C2CC(C=3C=CC(=CC32)F)N4CCN(CC4)CCO)F,1
C=1C=CC2=C(C1O)CCC(C2)N(CCC)CCC,1
FCCOC=1C(N2CCN(CC2)CCCCNC(=O)C=3C=CC(OCCF)=CC3)=CC=CC1,1
ClC1=CC(NC(=O)N2CCCN3N=C(C=C23)C)=CC=C1C,0
N1N=C(C=2CCCC12)C3=CC=C(C=C3)C,0
O1[C@H]([C@@H](C=CCC1)C)C2=C(OC)C=CC(OC)=C2,0
BrC=1C=C(C(=O)NC=2C=CC(S(=O)(=O)NC)=CC2)C=NC1,0
ClC1=CC=C(C=S(O)(O)=NC2=C(C=CC=C2)C(=O)N)C=C1,0
S(CC(=O)NC1CC1)C2=NC3=NC=4C(=CC(C(C)C)=CC4)C3=NN2,0
N1(C(=CC=C1CN2CCN(CC2)C3=C(CCC)C=CC=C3)CN4C(=O)CCC4)C,1
S1N=C(N2CCN(CC2)CCCCNC(=O)C=3C=4C(NC3)=CC=CC4)C5=C1C=CC=C5,1
BrC1=C(C(=O)NC=2C(O)=NC(O)=NC2)C=CC=C1,0
O(C(=O)C=1N=C(NC2=CC=C(NC3=CC=CC=C3)C=C2)C4=C(N1)C=CC=C4)CC,0
N1CCCNCCNCCCNCC1,0
BrC=1C=CC(NC(=O)CC2=CC=C(Cl)C=C2)=CC1,0
ClC=1C(=CC=C(Cl)C1)/C=N/NC(=O)C2=CC=3NC=NC3C=C2,0
S1C2=C(CCCC2)C(=C1NC(=O)C3(OC(=O)C4=C(C3)C=CC=C4)C)C(OCC)=O,0
C1=C(C=CC(=C1)[C@H]2[C@@H](C2)N(CCC)CC[C@]3(C[C@@H](C3)NC(C4=CC=5C(C=C4)=CC=CC5)=O)O)Cl,1
S1(=O)(=O)N(CCC(=O)NC=2C=C(F)C=CC2)C(=O)C3=C1C=CC=C3,0
C=1C=CN2C=C(N=C2C1)CN3CCN(CC3)C4=CC=C(C(=C4)Cl)Cl,1
O1CCN(CCNC(=O)CC(C2=C(O)C=CC=C2)C3=CC=CC=C3)CC1,0
ClC1=CC2=NC=NC(NCC=3SC=CC3)=C2C=C1,0
S(C=1N(C(=O)C2=C(N1)C=CC=C2)C)CC3=CC(N(=O)=O)=CC=C3,0
O=C(NC=1C=C2C(=CC(N(CC)CC)=NC2=CC1)C)/C=C/C3=CC=C(C=C3)C,0
N1(C(CN2CCN(CC2)CC3=CC=C(C=C3)C)=O)C(CC4=C1C=CC=C4)C,1
C12=C3C=C(C=C1C=4C(=CC=C(C4O)O)C[C@H]2N(CCC)CC3)SC,1
CC1=CC=C(N2CCN(CC3CC3C4=CC=CC=C4)CC2)C(C)=C1,1
ClC1=C(C(NC(=O)C2OC=3C(OC2)=CC=CC3)=CC=C1)C,0
N1(C2CCCC2)CCN(CC1)C=3N4N=C(C(=C4N=C(C3)C(C)(C)C)C5=CC=CC=C5)C,0
O=N(=O)C=1C=C(N2N=CC(C3=C(C=CC=C3)C)=C2N)C=CC1,0
FC(F)(F)C=1N(C=2C(N1)=CC=CC2)CCO,0
S1C(C(=O)N2CCC=3C(C2)=CC=CC3)=CC4=C1N=C5N(C4=O)C=CC=C5,0
S1C(C(=O)C=2N3C(=C(C2C)C=O)C=CC=C3)=CC=C1,0
