SMILES,pIC50
C=1C(=C2C(=CC1)CC[C@H]3N(CC[C@@H]23)CC=C)OC,8.28
C1(=NOC=2C1=CC=CC2)N3CCN(CC3)CCCCCC(C=4C(OC)=CC=CC4)=O,7.11
O(C(=O)NC1CCC(CC1)CCN2CCC3=C(C2)C=C(C=C3)C#N)C(C)(C)C,5.65
N1C=C(CCCCCN2CC=C(CC2)C=3C=CC=CC3)C4=C1C=CC=C4,7.89
C1(C(NC2CCN(CC2)CC3=CC=CC=C3)=O)=C(C(Cl)=CC(=C1OC)Cl)OC,5.46
C1=2C(CN(CCCCN(C)C)CCC1=CC(=C(C2)OC)Cl)C3=CC=CC=C3,5.04
N1C=C(CCCCN2CC=C(CC2)C3=CC=C(C=C3)F)C=4C1=CC=CC4,7.82
C1(=C(C(C(=O)NC[C@H]2N(CCC2)CC)=C(OC)C(O)=C1)Br)C,8.26
C=1(C(=C(OC)C=C(C1)CCC)OC)C(NC[C@H]2N(CCC2)CC)=O,8.16
C1=CC(=CC=2C1=NON2)C(NCCCCN3CCN(CC3)C4=C(C=CC=C4)OCCF)=O,7.75
C=1(NC2=CC=C(C#N)C=C2C1)CN3CCN(CC3)C=4C=CC(=CC4)Cl,5.12
C1=2C(=NC=3C=C(F)C=CC3NC1=NN(C2C4=CC=CC=C4)C)N5CCN(CC5)C,5.68
C=12C(C=3C=C(N=C=S)C=CC3)CN(C)CCC1C=C(C(=C2)O)Cl,6.01
C=1(N(C(CC)=C(N1)C2=CC=CC=C2)C3CCN(CC3)CC=4C=CC=CC4)O,7.59
ClC=1C=C(N2CCN(CCN3[C@@H]4CC[C@H]3CCC4)C2=O)C=CC1,8.30016
C12=C(SC(=C1)CCCCC)CN[C@@H]3[C@@H]2C=4C(=CC(=C(C4)O)O)CC3,5.68
[C@@H]1(C2=C(C(=O)C)C=CC=C2CC[C@H]1N(CCC)CCC)C,7.4
C1(=CC(CC2(O1)CCN(CC2)CCC3=CC=CC=C3)=O)C=4OC=CC4,5.12
S(=NC=1C=C2OC(CCC2=CC1)CNCC3=CC=C(C=C3)C)(O)(=O)C,8.15
N1(CCN(CC1)CCCC=2C=3C(=C(OC)C=CC3)CCC2)C=4C=CC=CC4,6.52
C(NC1CCC(CCN2CCN(CC2)C=3C=CC=CC3)CC1)(=O)C4CCCCC4,7
C=1C(=CC=2CCN(CCC2C1)CCCSC3=NN=C(N3C)C(C)C)C4=NOC(=C4)C,6.2
C(C1=CC(N2CCN(CC2)CCCC3C4=C(C=CC(=C4)OC)CCC3)=CC=C1)(F)(F)F,5.88
C1(=C(C(CCC)=CC(=C1OC)OC)O)C(NC[C@H]2N(CCC2)CC)=O,10.64
O(/N=C(\CCN1CCN(CC1)C2=NC=CC=C2)/C=3C=CC=CC3)C,6.76447
O(C=1C=2C3=C4[C@H](N(CCC4=CC(O)=C3)C)CC2C=CC1)CC,6.19314
N1(CCN(CC1)CCNC2C=3C(=C(OC)C=CC3)CCC2)C4=CC=CC=C4,5.92
ClC=1C=C(C2(O)CCN(CC2)CC=3NN=C4C3C=CC=C4)C=CC1Cl,6.35853
C=1C=CC=2NN=C(C2C1)CN3CCC(CC3)(C4=CC=C(C(=C4)Cl)Cl)O,6.36
ClC=1C=C(S(=O)(=O)C=2C=3C(N(C2)CCN)=NC=CC3)C=CC1,5.30103
O(C=1C(N2CCN(CC2)CCCC(=O)C3=CC(OC)=CC=C3)=CC=CC1)C,8.52288
N1(C=2C(OC)=CC=CC2)CCN(CC1)CCCC(C3=CC(OC)=CC=C3)=O,7.89
C=1(C(NC[C@H]2N(CCC2)CC)=O)C(OC)=CC=CC1OC,7.28
O1C=NC(C)=C1C=2N(C(SCCCN3CCC4=CC5=C(C=C4CC3)N=C(O5)C6CC6)=NN2)C,6.2
O=S(=O)(N1C2=NC=C(C=C2C(=C1)C)Cl)C=3C=CC(=C(C3)NC4CCN(CC4)C)OC,5.74
N1(CCN(CC1)C=2C(=CC=CC2)C)CCCCNC3=NC=CC=C3,7.49485
C=1(N(C2=CC=CC=C2N1)CC=3C=CC(=CC3)Cl)SCC4=CC=C(C5=NC(C)=NO5)C=C4,6.51
BrC1=C2NC=CC2=C([N+]3=CC=[N+](CC4=CC=CC=C4)C=C3)C=C1,7.91364
C1=2C(NC(=C1)O)=C(F)C=CC2OCCNCC3=CC=C(C=C3)C4=CC=CC=C4,8.32
C1(=NSC2=C1C=CC=C2)N3CCN(CC3)CCCCNC(C4=CC(N(=O)=O)=CC=C4N)=O,7.89
[C@@]12(C3=C(C=CC(=C3)O)CC([C@H]1C)N(CC2)CCCCC)C,5.6
N1(C(CN2CCN(CC2)CC=3C=CC(=CC3)Cl)=O)[C@@H](CC4=C1C=CC=C4)CO,5.52
C1=2C(N3CC4(CCCC4)N(CC3)C)CC(C1=CC=C(C2)Cl)C=5C=CC(=CC5)F,8.35
N1(CC2=C(N(C3=C2C=C(C=C3)C)/C=C\C4=CC=CC=C4)CC1)C,7.46005
C1(=C2N(C=CC=C2)N=C1)C(=O)NCCN3CCN(CC3)C4=C(OC)C=CC=C4,6.85
C1(=NC2=C(C=CC=C2)OC=3C1=CC(=CC3)Cl)N4CCN(CC4)C,7.68
C1(=NC2=C(C=CC=C2)OC=3C1=CC(=CC3)Cl)N4CCN(CC4)C,7.68
FC=1C=2C(N3CCN(CC3)CCCCOC4=C(F)C=5C(=CNC5O)C=C4)=CC=CC2C=CC1,7.45346
C=1(C(=O)NCCN2CCN(C3=CC=C(C=C3)C)CC2)C=CC(=CC1)F,5.61
N1(C(=C2C3C4CCC4C(C2=C1O)C=C3)O)CCCCN5CCN(C=6N=C(Cl)C=NC6)CC5,6.38
C1(=NSC=2C1=CC=CC2)N3CCN(CC3)CCCCNC(C4=C(SC=C4)N)=O,7.96
O1C=2C(=CC=CC2)OCC1CN3CCC(CC3)CCNC(OC4=CC=CC=C4)=O,7.28
N1(C=C(CCCCN2CC=C(CC2)C3=CC=CC=C3)C4=C1C=CC=C4)C,7.82
C=1C=CC(=C2C1CCC2)N3CCN(CC3)CCCCOC=4N=C5C(=CC4)CCC(N5)=O,9
C1=CC=2C(N(CCC2C=C1C#C)CCCCN3CCN(CC3)C4=C(C=CC=C4)OC)=O,8.06
C=1(C(=O)NCCCN2CCN(CC2)C3=C(OC)C=CC=C3)C(I)=CC=CC1,6.9
C=12C3=CC(=CC1C4=C(C=CC=C4OC=O)C[C@H]2N(CCC)CC3)F,7.41
C1=CC=CC(N2CCN(CC2)CC/C(/C=3C=CC=NC3)=N/OC)=N1,5.74
N1(C(C2=C(C)N=CO2)=NN=C1SCCCN3CCC4C(C3)(C4)C5=CC=CC(=C5)C(F)(F)F)C,6.5
C1=2C([C@H](CN)OC(C1)CC=3C=CC(=CC3)OC)=CC=C(C2O)O,5.57
N1(CCC(CC1)COC/C=C/C=2C=CC=CC2)CCCC3=CC=CC=C3,6.02
C=12C(CN(CCCC)CCC1C=C(C(=C2)O)Cl)C=3C=CC=CC3,5.63
C1=CC([C@]23CN(C[C@H]2C3)C)=CC=C1NS(C4=CC=C(C=C4)C(C)C)(=O)=O,7.2
N1(C2=CC=C(C=C2)Cl)CCN(CC1)CCNC(C(CC)(C)C)=O,5.6
S(=O)(=O)(NCCCN1CCN(CC1)C2=NSC=3C2=CC=CC3)C4=CC=5C(C=C4)=CC=CC5,8.66
C=1C=C(N2CCN(C2=O)CCN3CCC(CC3)C(F)(F)F)C=C(C1)OC(F)(F)F,6.8
C1(N(C(=COC2=C1C=CC=C2)Cl)CCCCN3CCN(CC3)C=4N=CC=CC4)=O,7.29
O(C=1C=2C[C@@H]3N([C@H](C[C@@H]3CC2C=CC1)C)CCC)C,6.33348
N1(C(=O)CSC1)CCCCN2CCN(CC2)C3=CC(OC)=CC=C3,5.13
N1C=C(CCCN2CC=C(CC2)C3=CC=CC=C3)C4=C1C=CC=C4,7.92
C(=O)(N(C)C)N[C@H]1CC[C@@H](CC1)CCN2CCN(CC2)C3=C(C=CC=C3)Cl,7.7
N1(C=2C=C3OCCOC3=CC2)CCN(CC1)CCCCC=4C=5C(=CC=C(C#N)C5)NC4,8.25
N12C(=C(CN3CCN(CC3)C=4C=CC(=CC4)Cl)C=N1)C=CC=C2C5=CC=CC=C5,5.55
C1(=NSC=2C1=CC=CC2)N3CCN(CC3)CCCCN4C(C(C)(C)SC4)=O,7.26
N1(C(N(CCC2CCN(CC2)CC3OC4=CC=CC=C4OC3)CC1)=O)C5=C(C=CC=C5C)C,7.1
[C@H]12C=3C(=CC=CC3CCN1CC=C)C=4C(C2)=CC=C(O)C4O,7.9
[C@H]12C=3C(C=4C(C1)=CC=C(C4O)O)=CC=CC3CCN2CC=C,9.62
C1C2=C(C(CC1CN3CCC(C(C=4C=CC(=CC4)F)=O)CC3)=O)C=CO2,6.82
S(=O)(=O)(NCCCCN1CCN(CC1)C2=NSC3=C2C=CC=C3)C=4SC=5C(C4)=CC=CC5,7.82391
[C@H]12C=3C4=C(C=NC5=C4C(C1)=CC=C5)C=CC3CCN2C,5.88
C1=2C(NC(=C1)O)=C(F)C=CC2OCCN3CC=4C=CC=CC4C3,8.68
N1(C(CN2CCN(CC2)CC3=CC(Cl)=CC(=C3)Cl)=O)[C@@H](CC4=C1C=CC=C4)C,6.57
N1(C(CN2CCN(CC2)CC3=CC(Cl)=CC(=C3)Cl)=O)C(CC4=C1C=CC=C4)C,6.67
N1(C(SC2(C1=O)CCCC2)=O)CCCCN3CCN(C4=C5C(OC(=C5)C)=CC=N4)CC3,6.12
C1C=2C=CC(=CC2[C@H]3[C@H](C1)N(CCO3)CCC)C(=O)N,5
C1C=2C=CC(=CC2[C@@H]3[C@@H](C1)N(CCO3)CCC)C(=O)N,5.92
C1C=2C=CC(=CC2[C@@H]3[C@@H](C1)N(CCO3)CCC)C(=O)N,7.31
C1C2=C(C3C(C1)N(CCC)CCO3)C=C(C=C2)C(=O)N,6.12
C1(=NSC=2C1=CC=CC2)N3CCN(CC3)CCCCN4C(C(C(O)(C)C)SC4)=O,7.54
S(C(F)(F)F)(OC=1C=C2C(=NC=3C=CC=CC3NC2=CC1)N4CCN(CC4)C)(=O)=O,6.85
S(C(F)(F)F)(OC=1C=C2C(=NC=3C=CC=CC3NC2=CC1)N4CCN(CC4)C)(=O)=O,7.51
C1=CC=C2N(C3=C(SC2=C1)C=CC(C(F)(F)F)=C3)CC4=CC=C(C=C4)CNC(C)CO,5.6
N1(CC(CCC2=CC=CC=C2)O)CCC(C=3C=CC(=CC3)O)CC1,5.23
IC=1C=C(CNC[C@@H]2OC=3C(CC2)=CC=C(O)C3)C=CC1,10.5003
C1(=NC(CN2CCN(CC2)C3=CC=CC=C3)=CO1)C=4C(=CC=C(C4)Br)OC,6.48
C=12OC(CCC1C=CC(=C2)OC)CNCCCOC=3C=C(N)C=CC3,6.65
C=1C=C(OCCCN2CCN(CC2)C3=CC=C(C=C3)Cl)C=CC1F,6.41
C12=C(NC=3C1=CC=CC3)CC4N(C2CC4)CCCCC=5C=CC(=CC5)F,5.94
C1(C2=C(CCC1C3CCN(CC3)CCC4=CC=CC=C4)C(F)=CC=C2)=O,6.69
O(N1C(O)=C2C(C3CC2C=C3)=C1O)CCCN4CCN(CC4)C=5C=6C(C=CC5)=CC=CC6,6.58004
N1(C[C@H](C=2C=C(C#N)C=CC2)CCC1)C(CC)C,7.01
N1(C[C@H](C=2C=C(C#N)C=CC2)CCC1)C(CC)C,5.98
N12C(=C(CN3CCN(CC3)C4=CC=C(C=C4)Cl)C=N1)C=CC=C2C,5.31
C=12C3=C4C=CC=C3C[C@@H]5C1C(=CC=C2[C@]4(O)C)CCN5C,7.59
C=12C3=C4C=CC=C3C[C@@H]5C1C(=CC=C2[C@]4(O)C)CCN5C,7.59
C=12C3=C4C=CC=C3C[C@@H]5C1C(=CC=C2[C@@]4(O)C)CCN5C,6.74
C=12C3=C4C=CC=C3C[C@@H]5C1C(=CC=C2[C@@]4(O)C)CCN5C,6.74
ClC1=CC=C(C2(O)CN(CCC2)CC=3C=4C(NC3)=CC=CC4)C=C1,5.37008
C1(N2CCN(CC2)C)C=3C=C(C=CC3SC4=C(C=CC=C4)C1)C=5C=CN=CC5,8.96
N1(C=C(C2=CC=C(C=C2)F)C=3C1=CC=C(C)C3)C4CCN(CC4)C,6.27
C12(C=3C(=CC=CC3)CCC1)CCN(CC2)CC4=CC=C(C=C4)C,6.76
N1(C=2N=CC=CN2)C[C@@H]3CC[C@H](CN3CC1)COC4=CC=C(C=C4)F,5.92
C1=CC=C2NC=C(C2=C1)CN3CCC(CC3)(C4=CC=C(C=C4)Cl)N,6.74
C1=C(O)C=2CCC(CC2C=C1)N(CCC)CCN3CCN(CC3)CC4=CNC5=C4C=CC=C5,7.09
N1(C(C2=CC=CC=C2C1=O)=O)CCCN3CCN(C4=NSC=5C4=CC=CC5)CC3,6.47
O(C=1C=C2C=3[C@H](N(CC2)C)CC=4C(C3C1)=C(O)C(=CC4)C)C,5.42481
ClC1=CC=C(N2N=CC(CCCCN3CCN(CC3)C4=CC=CC=C4)=C2)C=C1,6.60206
C=1(N(C=C2C1C=CC=C2)CCCCN3CC(C4=CC=CC=C4)CC3)O,7.11
C=1(C(N2CCC(CC2)CN3CCN(CC3)C4=C(OC)C=CC=C4)=O)OC5=CC=CC=C5C1,6.61
C1C2=C(C(=C(C=C2C(C3=CC=CC(=C3)C)CN(C1)C)O)O)C4=CC(=CC=C4)C,6.68
O=C1CC2(CCC3=CC=CC=C23)C(=O)N1CCCCN4CCN(CC4)C=5N=CC=CN5,5.89
O=C(NC(C)(C)C)[C@H](CN1CCN(CC1)C=2C(OC)=CC=CC2)C3=CC=CC=C3,6.75449
N1(C(=NC(=C1)CN2CCN(CC2)C=3C(OC)=CC=CC3)C=4C=CC=CC4)C=5C=CC=CC5,7.15
FC=1C=C(OCCNCCCCC2=CC=C(OC)C=C2)C=3OCC=CC3C1,9.54061
N1(C2=CC=C(C=C2)F)CCN(CC1)CCC3C=4C(=CC=CC4)CCO3,6.8
C=1(C(N2CCN(CC2)CCCCNC(C=3C=CC(=CC3)I)=O)=CC=CC1Cl)Cl,7.41
C=1(C(N2CCN(CC2)CCCCNC(C=3C=CC(=CC3)I)=O)=CC=CC1Cl)Cl,7.06
C1=CC2=NC(=CN2C=C1)C3=CC=C(OCCCN4CCN(CC4)C5=CC=CC(=C5Cl)Cl)C=C3,7.36
C12=C(SC(=N1)O)C(CCNCC=S(O)(O)=CCCOCCC3=CC=CC=C3)=CC=C2O,8.7
C=1C(C)=CN2C=C(N=C2C1N3CCOCC3)CN4CCN(CC4)C5=CC=CC=C5OC,7
C=1(N(C=C(N1)C2=CC=CC=C2)C3CCN(CC3)CC4=CC=CC=C4)O,7.09
N1(CCN(CC1)CCCC2C3=C(OC)C=CC=C3CCC2)C4=CC=CC=C4,7.21
C=12C=3C(=CNC3C=CC1CCC(C2)N(CC4=CC=CC=C4)CCC)C=O,7.05
C1(=NSC=2C1=CC=CC2)N3CCN(CC3)CCCCNC(C=4N=CC=CC4)=O,7.62
N1(C(N2CCCC2C1=O)=O)CCN3CCN(CC3)C=4C(OC)=CC=CC4,6.44
N1(C(CN2CCN(CC2)CC=3C=CC(=CC3)Cl)=O)C4=C(C=CC=C4)CCC1C,5.38
N1(C=C(C=2C=CC(=CC2)F)C=3C1=CC=CC3C)C4CCN(CC4)CCN5C(NCC5)=O,6.7
N1(C(=O)CSC1)CCCCN2CCN(CC2)C3=C(C)C=CC=C3,5.79
C1(C=2C(=CC=CC2)C(C1)C3=CC=CC=C3)N4CCN(CC4)CCO,5.55
O(C=1C=C2C=3[C@H](N(CC2)CCC)CC=4C(C3C1)=C(O)C=CC4)CCO,7.01323
[C@H]12N(CCC3=C1C(=CC=C3)C4=C(C2)C=CC=C4O)C(C)C,6
O1C=NC(C)=C1C=2N(C(SCCCN3CCC=4C(=CC5=C(C4)OC(=N5)CC)CC3)=NN2)C,6.3
N1(C(CC2(CC1=O)CCCC2)=O)CCCCN3CCN(CC3)C4=NC=CC=C4C,6.32
C=12[C@@H]3CC4=C(C=C(C(=C4)OC)OC)C1C(OC)=C(C(=C2CCN3C)Br)OC,5.62
O(C=1C(N2CCN(CC2)CCCCNC(=O)C3=CC=4OCOC4C=C3)=CC=CC1)C,7.06449
C=1(C(=C(C(=O)NC[C@H]2N(CCC2)CC)C(OC)=CC1)Cl)Cl,7.7
C=12OC(C)CCC1C=C(C=C2OCCNCCCCCC=3C=CC(=CC3)OC)F,8.52
C1(C2(CCC3=C1C=CC=C3)CCN(CC=4C=CC(=CC4)OC)CC2)=O,5.85
C(N1CCCCC1)(C2=CC(CN3CCN(CC3)C4=C(Cl)C=CC=C4)=CC=C2)=O,7.11
C=1(C(=C(OC)C=C(C1OC)Br)O)C(NC[C@H]2N(CCC2)CC)=O,8.08
C=1(C(=C(OC)C=C(C1OC)Br)O)C(NC[C@@H]2N(CCC2)CC)=O,5.21
N1(N=C(C)C(=C1)C2=CC=CC=C2)C3CCN(CC3)CC=4C=C(Cl)C=CC4,7.82
S(=O)(=O)(NCCCCN1CCN(CC1)C2=NOC=3C2=CC=CC3)C4=CC=CC(=C4)C,7.36
N1(C(C2=CC=CC=C2C1=O)=O)CC3C(CN4CCN(C5=NSC=6C5=CC=CC6)CC4)C3,7.62
C1(=CC=2CCN([C@@H]3CC=4C(C(C32)=C1)=C(C=CC4)O)C)OC,6.63
C1(=CC=2CCN([C@@H]3CC=4C(C(C32)=C1)=C(C=CC4)O)C)OC,6.63
C1(=NSC=2C1=CC=CC2)N3CCN(CC3)CCCCN4C(C(CC(F)(F)F)SC4)=O,6.87
ClC1=CC2=C([C@@H](N(CC2)CCC)C3=CC=CC=C3)C=C1O,5.72125
C=12C=3C4=CC=CC3C(OC1C=CC5=C2[C@H](N(C)CC5)C4)=O,6.58
C=12C=3C4=CC=CC3C(OC1C=CC5=C2[C@H](N(C)CC5)C4)=O,6.27
CCCN(CCC)[C@@H]1CC=2C=CC=C3C2N(C1)C(=N3)O,8.77
CCCN(CCC)[C@@H]1CC=2C=CC=C3C2N(C1)C(=N3)O,8.27
C1C[C@@H]2[C@H](OCCN2CCC)C3=C1C=CC(=C3)C(=O)N(C)C,5.73
C1(=NSC2=C1C=CC=C2)N3CCN(CC3)CCCCNC(C4=C(N=N#N)C=CC=C4)=O,7.72
C1(C(CCC2=C1C=CC=C2)C3CCN(CC3)CC4=CC=C(C=C4)C)=O,7.43
N1(C2=CN=C(C=C2)C)CCN(CCN3CC=4C(=CC=CC4)C3)C1=O,5
S(C(F)(F)F)(OC1=CC([C@H]2CN(CCC)CCC2)=CC=C1)(=O)=O,7.32
S(C(F)(F)F)(OC1=CC([C@H]2CN(CCC)CCC2)=CC=C1)(=O)=O,6.87
S(C(F)(F)F)(OC1=CC([C@@H]2CN(CCC)CCC2)=CC=C1)(=O)=O,5.25
[C@@H]12C=3C(=C(OC)C=CC3)CC[C@H]1N(CCC)CC2,7.2
[C@H]12C=3C(=C(OC)C=CC3)CC[C@@H]1N(CCC)CC2,7.2
C=1C=CC(=C(Cl)C1Cl)N2CCN(CCCCOC=3N=C4C(=CC3)CCC(N4)=O)CC2,9
N1(C2=CC(C#N)=C(C=C2)O)CCN(CC1)CCCCC=3C=4C(=CC=C(C#N)C4)NC3,7.37
O(C=1C(N2CCN(CC2)CCNC(=O)C3=CC=4C(C=C3)=CC=CC4)=CC=CC1)C,6.05061
C(N1CCCCC1)(C=2C=CC(=CC2)CCCCN3CCN(CC3)C4=C(OC(C)C)C=CC=C4)=O,7.8
C1=C(N2CCN(CC2)CCC=3C=C(C=CC3)NC(=O)OC)C=4C=CC(=NC4C=C1)C,6.7
O1C2=C3[C@@H](N(CCC3=CC=C2O)C)CC=4C1=CC(O)=C(OC)C4,7.52288
O/N=C(\CCN1CCN(CC1)C2=NC=CC=C2)/C=3C=CC=CC3,6.59007
O=C1N(CCCCN2CCN(CC2)C=3C(OC)=CC=CC3)CCC4=C1C=CC=C4C5=CC=CC=C5,7.284
BrC=1C=C(C(=O)NC[C@H]2N(CCC2)CC)C=3OCCC3C1,8.41005
C1(C=2C(CC(C1)N(CC=C)CC=C)=CC=CC2)C=3C=CC=CC3,5.4
C1(=C2OCC(CC2=CC=C1)N(CCC)CCC)C(C3=COC=C3)=O,5.87
O1C=2C=C3[C@H]4N(CCC3=CC2OC1)CC5=C(C4)C=CC(OC)=C5OC,6.92445
N1(C=2C(C)=CC=CC2)CCN(CC1)CC3=CC=C(C(C4=CC=CC=C4)O)C=C3,7.28
C1=2C(C[C@H](N(CC=3OC=CC3)CCC)CC1)=CC=CC2OC,6.93
C12=C(C(OCCNCCCCC3=CC=CC=C3)=CC(=C1)F)OCCC2=O,7.36
O1C=2C(=C(N3CCN(CC3)CCCCOC4=CC=5C(=CNC5O)C=C4)C=CC2)CC1,8.68194
C=1(C(=C(C(NC[C@H]2N(CCC2)CC)=O)C(OC)=C(C1)O)OC)I,9.54
C1C2(C3=CC=CC(=C3)OC)C(CN1CCCSC4=NN=C(N4C)C5=C(N=CO5)C)C2,7
C1(=CNC=2C1=CC=CC2)[C@H]3CC[C@H](CC3)CCN4CC=C(CC4)C=5C=CC=CC5,7.55
C1(=CNC=2C1=CC=CC2)[C@H]3CC[C@@H](CC3)CCN4CC=C(CC4)C=5C=CC=CC5,8.06
N1(CCN(CC1)C2=C(C=CC=C2)OC)CCCNC(C=3C=CC4=CC=CC=C4C3)=O,5.93
C=1C=CC2=C(C1)N=C(N2C3CCN(CC3)C4CCCCC4)O,5.9
C1=CC=C2N(C3=C(C=CC(C(F)(F)F)=C3)SC2=C1)CCCN4CC(OC(C4)C)C,5.6
N1=C(C=C(O1)CCCCN2CCN(CC2)C=3C=CC=CC3)C4=CC(=C(C=C4)OC)OC,5.47
C1(N2CCN(CC2)C)C=3C=C(C=CC3SC4=C(C=CC=C4)C1)C=5N=NN(N5)C,9.36
C1(=CC2=C(C=CC(=C2)Cl)CC3=C1C=CC=C3)N4CCN(CC4)C,6.28
C1(=CC2=C(C=CC(=C2)Cl)CC3=C1C=CC=C3)N4CCN(CC4)C,6.28
C=1(N(C(C)=C(N1)C2=CC=C(C=C2)C)C3CCN(CC3)CC4=CC=CC=C4)O,7.28
N1C2=C(C=C(C=C2)CN3CCN(CC3)C=4C=C(C)C(=CC4)C)OCC1=O,6.46
O=C1NCCN1CCN2CCN(CC2)C3CC(C4=CC=CC=C4)C5=CC=CC=C35,5.72
C(N1CCCCC1)(C2=CC(CN3CCC(C4=C(OC(C)C)C=CC=C4)CC3)=CC=C2)=O,9.05
C1=C2C(=CC(=C1)OCCN3CCN(CC3)C4=CC=CC(=C4)Cl)N=C(N2)O,7.34
ClC=1C=C(N2CCN(CC2)CCOC=3C=C4NC(O)=NC4=CC3)C=CC1,7.34199
N1C(=C(CCCCN2CC=C(CC2)C=3C=CC=CC3)C4=C1C=CC=C4)C,8.27
N1(C2C=3C(=CC=C(C3)Cl)C(C2)C4=CC=C(C=C4)F)CC(C)N(CC1C)C,7.39
C1=C(C(C(NC[C@@H]2CCCN2CC=C)=O)=CC(CCCF)=C1)OC,7.52
O1C=NC(C)=C1C=2N(C(SCCCN3CCC4=C(C=C5C(=C4)C(=NO5)C)CC3)=NN2)C,5.9
C1=CC=C2N(C3=C(C=CC(C(F)(F)F)=C3)SC2=C1)CCCN4CC(CC4)O,5.45
C1C(N2C=3C(N=C2O)=CC=CC3)CCN(CCCN4C(=O)COC5=C4C=CC=C5)C1,7.8
S1C(C(=O)N2CCN(CCN(C3CCC=4C(C3)=CC=CC4O)CCC)CC2)=CC=5C1=CC=CC5,7.11407
FC=1C=CC(C(=O)C2CCN(CC2)CCCOC=3C=C4OC=C(C(=O)C4=CC3)CO)=CC1,6.72125
C1=C(N2CCN(CC2)CCC=3C=C(C=CC3)N=S(C)(O)=O)C=4C=CC(=NC4C=C1)C,6.4
C1=C(C2=NC(=CN2C=C1C)CN3CCN(CC3)C4=CC=CC=C4OC)C#N,5.57
N1(C(CC(CC1=O)(C)C)=O)CCCCN2CCN(CC2)C3=NC=CC=C3Cl,6.44
C1(=NSC2=C1C=CC=C2)N3CCN(CC3)CCCCNC(C4=CC=C(C=C4)OC)=O,7.47
C=12[C@@H](NCCC1C=C(Cl)C(=C2)O)C3=CC=CC=C3,5.43
N1(C(SC2(C1=O)CCCC2)=O)CCCCN3CCN(CC3)C4=NC=CC=C4C,6.2
C1(=NSC=2C1=CC=CC2)N3CCN(CC3)CCCCNC(C4=C(N=CC=C4)N)=O,8.11
C=1C=CC=C2N(C(=NC12)O)C3CCN(CC3)CCCOC4=CC=C(C=C4)F,9.3
C1=2[C@@H]3[C@H](N(CCC)CC4=C3C=CC=C4)CCC1=CC(=C(C2)O)O,7.28
S1N=C(N2CCN(CC2)CCCCOC3=CC=4OC(=O)C=C(C4C=C3)C)C5=C1C=CC=C5,6.75375
N1(C(C2=CC=CC=C2C1=O)=O)CCC3CCN(CC3)CC4OC5=CC=CC=C5OC4,8
C(NC1CCN(CC1)CC=2C=CC=CC2)(C3=CC(I)=CC=C3)=O,7.61
S1(N(C=2C=CC=CC2C1)CCCN3CCN(CC3)CC4=CC=C(C=C4)Cl)(=O)=O,6.01
C=1(S(=O)(=O)C)C2=C3CC(N(CCC)CCC)CCC3=CC=C2NC1,6.58
N1(C(CC(CC1=O)(C)C)=O)CCCCN2CCN(C=3C(C4=CC=CC=C4)=CC=CN3)CC2,6.96
C1=CC2=CNC(=C2C(=C1OCCCN3CCN(CC3)C4=CC=CC=5C4=C(C=CC5)F)C)O,7.87
[C@H]1(CCCCN1C)CCN2C=3C=C(C=CC3SC4=CC=CC=C24)S(=C)O,6.52
S1C2=C(N(CC[C@@H]3N(CCCC3)C)C=4C1=CC=CC4)C=C(S(O)=C)C=C2,8.92082
[C@@H]1(CCCCN1C)CCN2C=3C=C(C=CC3SC4=CC=CC=C24)S(=C)O,8.92
C1=CC=C2N(C3=C(SC2=C1)C=CC(C(F)(F)F)=C3)CC4=CC=C(C=C4)CN(CC)CC,5.6
C1(=CNC=2C1=CC=CC2)[C@@H]3CC[C@H](CN4CCN(CC4)C5=NC=CC=C5)CC3,6.91
C1(=CNC=2C1=CC=CC2)[C@@H]3CC[C@@H](CN4CCN(CC4)C5=NC=CC=C5)CC3,7.07
C=12OC(=O)C=C(C1C=CC(=C2)OCCCN3CCN(CC3)C4=C(OC)C=CC=C4)C,7.93
C=12OC(=O)C=C(C1C=CC(=C2)OCCCN3CCN(CC3)C4=C(OC)C=CC=C4)C,7.93
C1(N2CCN(CC2)CCCC(C3=CC=C(C=C3)F)(O)CC)=NC=C(C=N1)F,5.43
C(NC1CN(CC=2C=CC=CC2)CC1)(C3=CC=C(C=C3)C4=CC=C(C=C4)SC)=O,5.4
C=1(C2=C3CC(N(CCC)CCC)CCC3=CC=C2N(C1)C)C=O,6.29
C=1C=C(C2=C(C1)C[C@@H]3[C@@H](C2)OCCN3CC=C)O,8.96
[C@H]12C3=C(C=CC=C3CCN1CCC)C=4C(C2)=CC=CC4O,7.46
C1=CC=2CCN([C@@H]3CC=4C(C(C32)=C1)=C(C=CC4)O)CCC,7.9
C1=CC=2CCN([C@@H]3CC=4C(C(C32)=C1)=C(C=CC4)O)CCC,9.05
N1C(=CC2=C1C=C(C#N)C=C2)CN3CCN(CC3)C=4C(Cl)=CC=CC4,6.66
N1(C=2C=CC(=CC2)Cl)CCN(CC1)CCCC3C=4C(=CC=C(C4)OC)CCC3,6.01
C=1(C2=C(C(OC)=CC(=C2)Br)OC)NC(CN3CC=4C=CC=CC4CC3)=CC1,7.52
N1(CCN(CC1)C2=CC=CC(=C2)Cl)CCCCNS(C=3C=NC4=CC=CC=C4C3)(=O)=O,7.4
